v101,v102,v104,v106,v113,v115,v116,v119,v120,v121,v122,v123,v124,v125,v127,v128,v129,v130,v131,v133,v135,v136,v137,v138,v139,v140,v149,v150,v151,v152,v153,v155,v157,v158,v159,v161,v170,v190,v191,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v213,v215,v216,v217,v218,v219,v220,v224,v226,v227,v228,v235,v238,v244,v301,v312,v313,v361,v364,v379,v380,v393,v394,v501,v502,v513,v525,v531,v532,v536,v602,v605,v613,v614,v623,v624,v625,v626,v627,v628,v629,v012,v384a,v384b,v384c,treatment,outcome
10.0,1.0,8.0,2.0,12.0,996.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,21.0,31.0,4.0,6.0,9.0,1.0,2.0,0.0,2.0,10.0,1.0,3.0,1.0,2.0,23.0,0.0,2.0,2.0,2.0,2.0,7.0,0.0,5.0,102932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,0.0,0.0,4.0,2.0,1.0,19.0,19.0,0.0,3.0,1.0,1.0,4.0,4.0,0.0,8.0,0.0,8.0,2.0,2.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0
9.0,1.0,95.0,2.0,12.0,996.0,21.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0,32.0,31.0,1.0,1.0,11.0,1.0,5.0,0.0,2.0,9.0,1.0,3.0,1.0,2.0,35.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,236766.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,11.0,3.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,4.0,17.0,17.0,6.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,35.0,1.0,1.0,1.0,0.0,0.0
1.0,2.0,1.0,1.0,12.0,996.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,23.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,4.0,-24725.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,302.0,0.0,8.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,11.0,3.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,
1.0,2.0,13.0,1.0,12.0,996.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,22.0,31.0,1.0,3.0,6.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,35.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,5.0,-459.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,3.0,14.0,14.0,6.0,1.0,1.0,1.0,5.0,5.0,0.0,7.0,0.0,7.0,3.0,2.0,0.0,28.0,1.0,0.0,0.0,0.0,
10.0,1.0,20.0,1.0,13.0,996.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,96.0,31.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,27.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,5.0,117107.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,12.0,1.0,0.0,1.0,4.0,2.0,1.0,22.0,22.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0
9.0,1.0,18.0,0.0,13.0,996.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,9.0,1.0,0.0,1.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,92994.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,107.0,1.0,8.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,4.0,20.0,20.0,6.0,1.0,3.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
10.0,1.0,1.0,2.0,12.0,996.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,21.0,31.0,4.0,6.0,9.0,1.0,2.0,0.0,2.0,10.0,1.0,3.0,8.0,2.0,23.0,0.0,1.0,0.0,2.0,2.0,7.0,0.0,5.0,102932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0
10.0,1.0,95.0,2.0,12.0,996.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,31.0,31.0,1.0,1.0,9.0,1.0,4.0,0.0,1.0,10.0,1.0,3.0,3.0,1.0,56.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,5.0,220267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,3.0,1.0,1.0,4.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,4.0,33.0,1.0,1.0,0.0,0.0,0.0
9.0,1.0,6.0,1.0,12.0,996.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,22.0,31.0,4.0,6.0,4.0,1.0,4.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,26.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,5.0,127371.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,995.0,0.0,3.0,2.0,2.0,2.0,2.0,995.0,0.0,1.0,2.0,1.0,1.0,3.0,11.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,16.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,26.0,1.0,1.0,0.0,0.0,0.0
10.0,1.0,9.0,0.0,13.0,996.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,21.0,21.0,1.0,6.0,0.0,1.0,4.0,1.0,1.0,10.0,1.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,5.0,68680.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,0.0,5.0,2.0,2.0,2.0,2.0,998.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,1.0,5.0,17.0,17.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0
1.0,2.0,95.0,1.0,21.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,31.0,1.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,32.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,4.0,-30179.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,995.0,0.0,2.0,3.0,3.0,3.0,3.0,995.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,3.0,14.0,14.0,6.0,1.0,1.0,2.0,6.0,6.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
10.0,1.0,95.0,1.0,12.0,996.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,21.0,31.0,1.0,1.0,8.0,1.0,2.0,0.0,1.0,10.0,1.0,2.0,1.0,2.0,26.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,5.0,177453.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,2.0,15.0,15.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,26.0,1.0,1.0,1.0,0.0,0.0
1.0,2.0,16.0,1.0,12.0,996.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,31.0,1.0,3.0,3.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,37.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,5.0,32746.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,103.0,1.0,2.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,11.0,3.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,1.0,4.0,15.0,15.0,0.0,1.0,1.0,2.0,95.0,7.0,0.0,3.0,0.0,3.0,95.0,95.0,95.0,32.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,35.0,1.0,43.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,48.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,2.0,-57781.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,107.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,11.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,5.0,15.0,15.0,0.0,3.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,
10.0,1.0,16.0,3.0,11.0,996.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,31.0,31.0,1.0,3.0,15.0,1.0,3.0,0.0,2.0,10.0,1.0,5.0,1.0,2.0,44.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,262698.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,98.0,8.0,0.0,1.0,1.0,1.0,6.0,17.0,17.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,7.0,0.0,7.0,1.0,1.0,0.0,44.0,1.0,1.0,1.0,0.0,0.0
9.0,1.0,95.0,1.0,12.0,996.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,21.0,31.0,4.0,96.0,7.0,1.0,7.0,2.0,2.0,9.0,1.0,1.0,2.0,1.0,35.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,179670.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,995.0,0.0,3.0,3.0,3.0,3.0,3.0,995.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,2.0,20.0,20.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,7.0,2.0,7.0,1.0,2.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0
1.0,2.0,95.0,1.0,12.0,996.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,3.0,8.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,24.0,0.0,2.0,0.0,2.0,2.0,7.0,0.0,5.0,30096.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402.0,0.0,2.0,1.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0,1.0,8.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0
6.0,2.0,4.0,0.0,32.0,60.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,6.0,2.0,0.0,2.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,-48750.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,98.0,8.0,1.0,1.0,1.0,1.0,6.0,17.0,17.0,0.0,1.0,3.0,5.0,95.0,7.0,0.0,2.0,0.0,2.0,95.0,95.0,95.0,43.0,0.0,0.0,0.0,0.0,0.0
6.0,2.0,95.0,0.0,21.0,120.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,3.0,12.0,0.0,1.0,10.0,2.0,1.0,6.0,2.0,0.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,-31954.0,9.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,128.0,1.0,5.0,9.0,9.0,6.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,11.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,4.0,17.0,17.0,0.0,1.0,3.0,5.0,6.0,6.0,0.0,4.0,0.0,4.0,3.0,3.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
9.0,1.0,15.0,1.0,12.0,996.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,22.0,31.0,4.0,2.0,3.0,1.0,6.0,2.0,1.0,9.0,1.0,1.0,2.0,1.0,45.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,5.0,124848.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,115.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,12.0,0.0,3.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,30.0,1.0,1.0,0.0,0.0,
10.0,1.0,12.0,3.0,11.0,996.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,31.0,31.0,4.0,3.0,15.0,1.0,5.0,0.0,2.0,10.0,1.0,5.0,2.0,1.0,50.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,5.0,255158.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,2.0,1.0,2.0,98.0,8.0,0.0,0.0,1.0,1.0,4.0,22.0,22.0,6.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,40.0,1.0,1.0,0.0,0.0,0.0
10.0,1.0,95.0,3.0,12.0,996.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,31.0,31.0,1.0,3.0,15.0,1.0,1.0,0.0,1.0,10.0,1.0,5.0,1.0,2.0,27.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,264485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,98.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,7.0,0.0,7.0,1.0,1.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0
7.0,2.0,95.0,1.0,31.0,120.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,13.0,3.0,13.0,5.0,1.0,9.0,2.0,2.0,7.0,2.0,1.0,2.0,1.0,52.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,4.0,-32825.0,8.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,995.0,0.0,8.0,8.0,8.0,6.0,8.0,995.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,4.0,98.0,8.0,1.0,1.0,1.0,1.0,5.0,13.0,13.0,0.0,1.0,3.0,5.0,6.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,95.0,1.0,21.0,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,31.0,1.0,3.0,7.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,52.0,0.0,2.0,2.0,2.0,1.0,8.0,1.0,2.0,-57540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0
9.0,2.0,95.0,0.0,42.0,320.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,13.0,4.0,2.0,0.0,1.0,3.0,1.0,1.0,9.0,2.0,0.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-67278.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,202.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
7.0,2.0,95.0,1.0,42.0,30.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,4.0,13.0,8.0,1.0,10.0,1.0,3.0,7.0,2.0,2.0,3.0,1.0,63.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,4.0,-22833.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,98.0,8.0,0.0,1.0,1.0,1.0,1.0,26.0,26.0,0.0,3.0,1.0,1.0,6.0,6.0,0.0,7.0,0.0,7.0,4.0,2.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0
10.0,1.0,8.0,2.0,11.0,996.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,3.0,10.0,1.0,4.0,2.0,1.0,10.0,1.0,3.0,1.0,2.0,30.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,5.0,220046.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,1.0,3.0,17.0,17.0,0.0,3.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0
10.0,1.0,8.0,3.0,11.0,996.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,1.0,17.0,1.0,5.0,2.0,2.0,10.0,1.0,5.0,2.0,1.0,37.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,253373.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,301.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,33.0,5.0,1.0,1.0,1.0,1.0,2.0,18.0,18.0,0.0,1.0,2.0,4.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,26.0,1.0,1.0,0.0,0.0,0.0
1.0,2.0,24.0,0.0,42.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,31.0,1.0,3.0,0.0,1.0,7.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,-58396.0,6.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,3.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,11.0,3.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,1.0,6.0,14.0,14.0,6.0,1.0,1.0,2.0,8.0,6.0,0.0,3.0,0.0,3.0,4.0,4.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0
7.0,2.0,95.0,2.0,42.0,90.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,3.0,13.0,10.0,1.0,7.0,3.0,1.0,7.0,2.0,3.0,2.0,1.0,36.0,0.0,1.0,0.0,2.0,1.0,8.0,0.0,4.0,-27281.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,995.0,0.0,5.0,4.0,4.0,4.0,4.0,995.0,0.0,1.0,4.0,2.0,0.0,3.0,0.0,0.0,3.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,2.0,19.0,19.0,0.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0
10.0,1.0,11.0,3.0,11.0,996.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,31.0,31.0,1.0,1.0,12.0,1.0,4.0,1.0,2.0,10.0,1.0,5.0,1.0,2.0,30.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,265675.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,203.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,11.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0,18.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,31.0,1.0,1.0,0.0,0.0,
6.0,2.0,9.0,1.0,42.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,3.0,12.0,7.0,1.0,4.0,2.0,1.0,6.0,2.0,1.0,1.0,2.0,22.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,4.0,-26970.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,995.0,0.0,5.0,3.0,3.0,3.0,3.0,995.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,98.0,8.0,0.0,0.0,1.0,1.0,2.0,12.0,12.0,0.0,3.0,1.0,2.0,4.0,4.0,2.0,7.0,2.0,7.0,2.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
6.0,2.0,95.0,0.0,41.0,60.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,13.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,6.0,2.0,0.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-72020.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,11.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,3.0,2.0,2.0,13.0,13.0,0.0,3.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,12.0,0.0,21.0,60.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,31.0,1.0,3.0,0.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-62303.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,203.0,1.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,11.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,3.0,15.0,15.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
6.0,2.0,7.0,2.0,42.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,3.0,2.0,9.0,1.0,5.0,1.0,1.0,6.0,2.0,3.0,2.0,1.0,25.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,3.0,-35932.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,115.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,0.0,0.0,1.0,1.0,2.0,12.0,12.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,7.0,0.0,7.0,2.0,2.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0
